120. Tan humilde al nacer
121. Himno de la Pascua de Resurrección
122. Cristo ha resucitado
123. ¡Regocijad! Jesús nació
124. Venid, adoremos
125. Jesús en pesebre
126. Cantan santos ángeles
127. Noche de luz
128. A medianoche se oyó
129. Oh, pueblecito de Belén
130. Escuchad el son triunfal
131. Asombro dio a los magos
132. La primera Navidad
133. Campanas de Navidad
134. En la Judea, en tierra de Dios
135. Hoy sembramos la semilla
136. Todos los santos
137. Tú me has dado muchas bendiciones, Dios
138. Señor, yo te seguiré
139. Ama el Pastor las ovejas
140. A Dios el Padre y a Jesús
141. ¿En el mundo he hecho bien?
142. Otro año ha pasado
143. A Dios ofrecemos gozosa canción
144. A la gloria marcharemos
145. La voz, ya, del eterno
146. Tengo gozo en mi alma hoy
147. Recojamos los destellos
148. Si hay gozo en tu corazón
149. Trabajad con fervor
150. Siembra gozo
151. Oh, hablemos con tiernos acentos
152. No hablemos con enojo
153. Oíd el toque del clarín
154. Haz tú lo justo
155. Haz el bien
156. Señor del cielo, Jehová
157. Cuenta tus bendiciones
158. Trabajemos hoy en la obra
159. Con valor marchemos
160. Tu casa amamos, Dios
161. Llamados a servir
162. Somos los soldados
163. ¡Mirad! Reales huestes
164. Pon tu hombro a la lid
165. Tu palabra
166. Firmes creced en la fe
167. A vencer
168. Juventud de Israel
169. Al mundo ve a predicar
170. ¿Quién sigue al Señor?
171. La luz de la verdad
172. Cuando enseñe a Tus hijos
173. El fin se acerca
174. Qué maravillosas Tus obras
175. A donde me mandes iré
176. Palabras de amor
177. ¿Qué es la verdad?
178. Nuestra mente se refleja
179. La barra de hierro
180. Al leer las Escrituras
181. Cuando raya el nuevo dia
182. Bienvenido, día santo
183. Santos templos de Sión
184. Id, oh santos, a los templos
185. En los postreros días
186. Volved vuestro corazón
187. Oh mi Padre
188. Quienes nos brindan su amor
189. Oh Padre, llénanos de amor
190. Hay un hogar eterno
191. Con maravillas obra Dios
192. ¿Por qué somos?
193. El hogar es como el cielo
194. Cuando hay amor
195. Las familias pueden ser eternas
196. Soy un hijo de Dios
197. Siempre obedece los mandamientos
198. Hazme andar en la luz
199. Dios vive
200. La luz de Dios
201. Dios cuida a sus hijos
202. En el pueblo de Sión
203. Amad a otros
204. Hijos de nuestro Padre
205. Sirvamos unidas
206. Venid, los que tenéis de Dios el sacerdocio
207. Oh vos que sois llamados
208. Brillan rayos de clemencia
209. Oh élderes de Israel
